#JCAT	Piece	Name	LDate	GDate	ODate	Period	Perigee	PF	Apogee	AF	Inc	IF	OType	Longitude	DriftRate	TDate	TF	Flags
# Updated 2026 Jul 17 2058:25
S16649	1986-026A	Gstar 2	1986 Mar 28	1986 Mar 31 2030	2026 Jul 17 0701	    1442.907 	   35909.0 	 	   35930.6 	 	 14.18 	 	GEO/ID	125.92E	 +   1.711W	1997 Aug 20	P	-
A04278	1986-026	Solar array restraint cable	1986 Mar 28	1986 Apr  1?    	1986 Apr  1	    1417.485 	   34815.0 	 	   36028.0 	 	  0.60 	 	GEO/D	-	-	1986 Mar 28 2330:00	C	-
S16676	1986-027F	Blok DM No. 59L	1986 Apr  4	1986 Apr  4 1000	2026 Jul 17 0652	    1474.057 	   36374.4 	 	   36678.4 	 	 11.68 	 	GEO/ID	 95.10E	 +   9.303W	1986 Apr  4 0345:00	R	-
S16667	1986-027A	Kosmos-1738	1986 Apr  4	1986 Apr  4 1020	2026 Jul 17 0258	    1436.113 	   35730.2 	 	   35843.7 	 	 10.21 	 	GEO/I	  7.75W	 +   0.011W	1989 Jul	P	-
S16732	1986-038D	Blok DM No. 64L	1986 May 24	1986 May 24 0800	2026 Jul 16 1407	    1420.495 	   35395.5 	 	   35565.8 	 	  8.68 	 	GEO/ID	143.68W	 +   3.958E	1986 May 24 0142:00	R	-
S16729	1986-038A	Ekran	1986 May 24	1986 May 24 0820	2026 Jul 17 0522	    1491.499 	   36824.6 	 	   36903.7 	 	 11.40 	 	GEO/ID	137.75E	 +  13.416W	1988 Jan 18	P	-
S16797	1986-044F	Blok DM No. 60L	1986 Jun 10	1986 Jun 10 0720	2026 Jul 16 2344	    1474.350 	   36491.8 	 	   36572.3 	 	 11.34 	 	GEO/ID	 31.63E	 +   9.373W	1986 Jun 10 0049:00	R	-
S16769	1986-044A	Gorizont	1986 Jun 10	1986 Jun 10 0740	2026 Jul 17 0656	    1435.865 	   35765.2 	 	   35798.9 	 	 10.00 	 	GEO/I	108.49E	 +   0.051E	1991 Jan 23	P	-
S17065	1986-082F	Blok DM No. 62L	1986 Oct 25	1986 Oct 25 2200	2026 Jul 17 0700	    1475.426 	   36438.6 	 	   36667.3 	 	 11.57 	 	GEO/ID	122.46E	 +   9.629W	1986 Oct 25 1543:00	R	-
S17046	1986-082A	Raduga	1986 Oct 25	1986 Oct 25 2220	2026 Jul 16 1058	    1462.536 	   36257.9 	 	   36347.1 	 	 11.12 	 	GEO/ID	 93.42W	 +   6.533W	1993 Sep 30	P	-
S17125	1986-090D	Blok DM No. 58L	1986 Nov 18	1986 Nov 18 2030	2026 Jul 16 1734	    1436.531 	   35758.1 	 	   35832.1 	 	 10.30 	 	GEO/ID	124.42E	 +   0.116W	1986 Nov 18 1408:03	R	-
S17083	1986-090A	Gorizont	1986 Nov 18	1986 Nov 18 2050	2026 Jul 17 0211	    1488.720 	   36743.7 	 	   36877.2 	 	 12.21 	 	GEO/ID	172.14W	 +  12.767W	1991 Apr 18	P	-
S17181	1986-096A	FLTSATCOM F7	1986 Dec  5	1986 Dec  7 0200	2026 Jul 17 0701	    1455.586 	   35995.8 	 	   36338.7 	 	 12.68 	 	GEO/ID	124.13E	 +   4.841W	2019 Mar 29	P	-
S17561	1987-022A	GOES 7	1987 Feb 26	1987 Feb 27 1746	2026 Jul 16 2348	    1441.525 	   35881.5 	 	   35904.1 	 	 12.90 	 	GEO/ID	 46.30E	 +   1.367W	2012 Apr 12	P	-
A04396	1987-022	GOES 7 VAS Cover	1987 Feb 26	1987 Mar  5?    	1987 Mar  5	    1437.139 	   35579.0 	 	   36035.0 	 	  0.60 	 	GEO/D	-	-	1987 Feb 26 2305	C	-
S17705	1987-028D	Blok DM No. 63L	1987 Mar 19	1987 Mar 19 1020	2026 Jul 17 0033	    1441.804 	   35789.1 	 	   36007.4 	 	 11.09 	 	GEO/ID	156.97W	 +   1.436W	1987 Mar 19 0354:00	R	-
S17611	1987-028A	Raduga	1987 Mar 19	1987 Mar 19 1040	2026 Jul 16 2036	    1500.615 	   36923.4 	 	   37157.0 	 	 13.26 	 	VHEO	 92.74E	 +  15.527W	1991 Dec	P	-
S17706	1987-029A	Agila 1	1987 Mar 20	1987 Mar 21     	2026 Jul 17 0611	    1441.240 	   35878.4 	 	   35896.0 	 	 14.36 	 	GEO/ID	 50.36W	 +   1.295W	1998 Jan 18	P	-
S17972	1987-040D	Blok DM No. 61L	1987 May 11	1987 May 11 2120	2026 Jul 16 2211	    1397.826 	   34963.4 	 	   35104.9 	 	  7.63 	 	GEO/ID	 66.78E	 +   9.876E	1987 May 11 1445:00	R	-
S17969	1987-040A	Gorizont	1987 May 11	1987 May 11 2140	2026 Jul 17 0119	    1474.500 	   36412.6 	 	   36657.4 	 	 10.68 	 	GEO/ID	  4.47E	 +   9.409W	1992 Jun 25	P	-
S18316	1987-070A	Kiku 5	1987 Aug 27	1987 Aug 30 0600	2026 Jul 16 1411	    1449.618 	   36030.3 	 	   36071.3 	 	 12.76 	 	GEO/ID	177.23W	 +   3.374W	1997 Sep 10?	P	-
S18331	1987-073D	Blok DM No. 65L	1987 Sep  3	1987 Sep  4 0140	2026 Jul 17 0237	    1420.391 	   35410.5 	 	   35546.7 	 	  9.53 	 	GEO/ID	  2.69W	 +   3.984E	1987 Sep  3 1926:00	R	-
S18328	1987-073A	Ekran	1987 Sep  3	1987 Sep  4 0200	2026 Jul 16 1725	    1492.452 	   36863.2 	 	   36902.0 	 	 12.21 	 	GEO/ID	143.86E	 +  13.638W	1989 Oct  6	P	-
S18350	1987-078A	Optus A3	1987 Sep 16	1987 Sep 17 0330	2026 Jul 16 1951	    1455.927 	   36152.6 	 	   36195.1 	 	 14.38 	 	GEO/ID	 64.17W	 +   4.924W	2008 Mar 30	P	-
S18351	1987-078B	Eutelsat I F-4	1987 Sep 16	1987 Sep 17 1340	2026 Jul 17 0523	    1459.101 	   36193.7 	 	   36277.6 	 	 13.81 	 	GEO/ID	140.30E	 +   5.698W	2002 Dec  1	P	-
S18387	1987-084D	Blok DM-2 No. 14L	1987 Oct  1	1987 Oct  1 2330	2026 Jul 16 2035	    1439.575 	   35730.5 	 	   35978.8 	 	 10.91 	 	GEO/ID	 90.02E	 +   0.879W	1987 Oct  1 1709:00	R	-
S18384	1987-084A	Kosmos-1888	1987 Oct  1	1987 Oct  1 2350	2026 Jul 16 2349	    1437.662 	   35809.7 	 	   35824.8 	 	 10.76 	 	GEO/ID	 50.86E	 +   0.400W	1994 Sep	P	-
S18446	1987-091D	Blok DM-2 No. 28L	1987 Oct 28	1987 Oct 28 2335	2026 Jul 17 0658	    1437.459 	   35718.9 	 	   35907.7 	 	 10.75 	 	GEO/ID	115.53E	 +   0.349W	1987 Oct 28 1515:00	R	-
S18443	1987-091A	Kosmos-1894	1987 Oct 28	1987 Oct 28 2355	2026 Jul 17 0414	    1436.531 	   35781.9 	 	   35808.3 	 	 10.71 	 	GEO/ID	 29.43W	 +   0.116W	1991 Nov?	P	-
S18570	1987-095A	TV-SAT	1987 Nov 21	1987 Nov 26?    	2026 Jul 17 0608	    1455.724 	   35899.6 	 	   36440.2 	 	 11.21 	 	GEO/ID	 61.06W	 +   4.874W	1989 Feb?	P	-
S18578	1987-096D	Blok DM-2 No. 29L	1987 Nov 26	1987 Nov 26 1950	2026 Jul 16 2212	    1431.676 	   35604.6 	 	   35795.4 	 	 10.78 	 	GEO/ID	 63.35E	 +   1.107E	1987 Nov 26 1328:00	R	-
S18575	1987-096A	Kosmos-1897	1987 Nov 26	1987 Nov 26 2010	2026 Jul 17 0652	    1435.642 	   35745.1 	 	   35810.3 	 	 10.99 	 	GEO/I	 93.09E	 +   0.107E	1992 Oct?	P	-
S44572	1987-096G	Al'tair 12 part	1987 Nov 26	1987 Nov 26 2010	2026 Jul 17 0613	    1433.383 	   35651.7 	 	   35815.2 	 	 10.83 	 	GEO/ID	 43.77W	 +   0.676E	1987 Nov 26 1328:00	C	-
S18584	1987-097B	Transtage D-14	1987 Nov 29	1987 Nov 29 0630	2026 Jul 15 2246	    1422.324 	   35481.1 	 	   35552.1 	 	 10.77 	 	GEO/ID	 58.28E	 +   3.488E	1987 Nov 29 0327:20	R	-
S18583	1987-097A	DSP F13	1987 Nov 29	1987 Nov 29 0630	2026 Jul 17 0612	    1463.595 	   36210.7 	 	   36435.6 	 	 12.03 	 	GEO/ID	 46.87W	 +   6.789W	2005?	P	-
A04472	1987-097	DSP 5R Aperture Cover	1987 Nov 29	1987 Nov 30?    	1987 Dec  1	    1431.675 	   35600.0 	?	   35800.0 	?	  2.00 	?	GEO/D	-	-	1987 Nov 29 0327:20	C	-
S18634	1987-100D	Blok DM-2 No. 30L	1987 Dec 10	1987 Dec 10 1800	2026 Jul 17 0522	    1392.648 	   34862.1 	 	   35001.5 	 	  9.68 	 	GEO/ID	138.78E	 +  11.255E	1987 Dec 10 1130:00	R	-
S18631	1987-100A	Raduga	1987 Dec 10	1987 Dec 10 1820	2026 Jul 16 0748	    1434.981 	   35760.5 	 	   35769.0 	 	 11.26 	 	GEO/ID	 80.22W	 +   0.274E	1997 Sep 30	P	-
S18718	1987-109D	Blok DM-2 No. 31L	1987 Dec 27	1987 Dec 27 1750	2026 Jul 17 0524	    1428.184 	   35348.1 	 	   35915.0 	 	 10.85 	 	GEO/ID	145.61E	 +   1.993E	1987 Dec 27 1125:00	R	-
S18715	1987-109A	Ekran-M	1987 Dec 27	1987 Dec 27 1810	2026 Jul 17 0237	    1501.821 	   36878.2 	 	   37248.7 	 	 13.45 	 	VHEO	  4.96W	 +  15.805W	1993 Jan	P	-
S18877	1988-012A	Sakura 3A	1988 Feb 19	1988 Feb 21     	2026 Jul 16 2353	    1467.372 	   36362.4 	 	   36430.7 	 	 15.22 	 	GEO/ID	 63.57E	 +   7.701W	1996 Sep 28	P	-
S18922	1988-014A	Zhongxing 1	1988 Mar  7	1988 Mar  9 0148	2026 Jul 16 2136	    1435.715 	   35759.3 	 	   35798.9 	 	 13.24 	 	GEO/I	 83.51E	 +   0.089E	1997 Jul	P	-
S18952	1988-018B	Telecom 1C	1988 Mar 11	1988 Mar 13?    	2026 Jul 17 0705	    1469.994 	   36021.0 	 	   36874.0 	 	 15.07 	 	GEO/ID	140.63E	 +   8.331W	1996 Feb 13	P	-
S18951	1988-018A	Spacenet 3R	1988 Mar 11	1988 Mar 15     	2026 Jul 16 2326	    1444.931 	   35948.2 	 	   35970.5 	 	 14.70 	 	GEO/ID	104.04E	 +   2.214W	1999 Dec	P	-
A04527	1988-018	Solar array restraint cable	1988 Mar 11	1988 Mar 16?    	1988 Mar 16	    1429.660 	   35547.0 	 	   35774.0 	 	  0.06 	 	GEO/D	-	-	1988 Mar 11 2328:00	C	-
S19020	1988-028D	Blok DM No. 54L	1988 Mar 31	1988 Mar 31 1030	2026 Jul 16 2212	    1472.658 	   36415.0 	 	   36583.4 	 	 12.68 	 	GEO/ID	 67.48E	 +   8.969W	1988 Mar 31 0418:00	R	-
S19017	1988-028A	Gorizont	1988 Mar 31	1988 Mar 31 1050	2026 Jul 16 1947	    1471.984 	   36342.6 	 	   36629.7 	 	 12.68 	 	GEO/ID	 76.93W	 +   8.808W	1992 Sep 14	P	-
S19076	1988-034D	Blok DM-2 No. 12L	1988 Apr 26	1988 Apr 26 1545	2026 Jul 17 0325	    1438.204 	   35730.0 	 	   35925.6 	 	 11.23 	 	GEO/ID	161.19E	 +   0.536W	1988 Apr 26 0315:10	R	-
S19073	1988-034A	Kosmos-1940	1988 Apr 26	1988 Apr 26 1605	2026 Jul 16 1410	    1430.603 	   35588.6 	 	   35769.4 	 	 10.93 	 	GEO/ID	179.93W	 +   1.379E	1988 Sep	P	-
S19094	1988-036E	Blok DM No. 66L	1988 May  6	1988 May  6 0920	2026 Jul 16 2348	    1424.064 	   35459.9 	 	   35641.5 	 	 10.11 	 	GEO/ID	 47.77E	 +   3.043E	1988 May  6 0247:00	R	-
S19090	1988-036A	Ekran	1988 May  6	1988 May  6 0940	2026 Jul 17 0122	    1512.911 	   37233.5 	 	   37320.5 	 	 13.34 	 	VHEO	 16.52E	 +  18.335W	1990 Dec 27	P	-
S19121	1988-040A	NSS 513	1988 May 17	1988 May 19 0120	2026 Jul 16 1952	    1460.861 	   36217.4 	 	   36322.4 	 	 14.66 	 	GEO/ID	 60.17W	 +   6.126W	2003 Jul 15	P	-
S19215	1988-051A	Meteosat 3	1988 Jun 15	1988 Jun 17 0011	2026 Jul 17 0215	    1485.332 	   36735.5 	 	   36754.3 	 	 14.33 	 	GEO/ID	156.09W	 +  11.973W	1995 Nov 22	P	-
S43333	1988-051G	Mage 1	1988 Jun 15	1988 Jun 17 0015	2026 Jul 16 1855	    1446.728 	   35750.3 	 	   36238.6 	 	 11.92 	 	GEO/ID	111.52E	 +   2.660W	1988 Jun 15 1119:01	C	-
S19217	1988-051C	PAS 1	1988 Jun 15	1988 Jun 17 0100	2026 Jul 17 0520	    1448.731 	   36027.4 	 	   36039.7 	 	 14.58 	 	GEO/ID	164.97E	 +   3.155W	2001 Jul 10?	P	-
A04552	1988-051	Solar array restraint cable	1988 Jun 15	1988 Jun 18?    	1988 Jun 18	    1441.178 	   35611.0 	 	   36161.0 	 	  0.07 	 	GEO/D	-	-	1988 Jun 15 1119:01	C	-
A04556	1988-051	Meteosat 3 MVIRI cover	1988 Jun 15	1988 Jun 29?    	1988 Jun 29	    1432.594 	   35687.0 	 	   35749.0 	 	  1.50 	 	GEO/D	-	-	1988 Jun 15 1119:01	C	-
A04557	1988-051	Meteosat 3 cooler cover	1988 Jun 15	1988 Jun 29?    	1988 Jun 29	    1432.594 	   35687.0 	 	   35749.0 	 	  1.50 	 	GEO/D	-	-	1988 Jun 15 1119:01	C	-
S19331	1988-063B	Eutelsat I F-5	1988 Jul 21	1988 Jul 23 1223	2026 Jul 16 0928	    1466.929 	   36338.7 	 	   36437.2 	 	 14.54 	 	GEO/ID	 90.60W	 +   7.594W	2000 Jul	P	-
S19330	1988-063A	Insat 1C	1988 Jul 21	1988 Jul 24?    	2026 Jul 16 2212	    1436.679 	   35760.1 	 	   35835.9 	 	 11.28 	 	GEO/ID	 68.47E	 +   0.153W	1989 Nov 22	P	-
S19347	1988-066D	Blok DM-2 No. 33L	1988 Aug  1	1988 Aug  2 0320	2026 Jul 17 0036	    1459.592 	   36107.5 	 	   36383.0 	 	 12.15 	 	GEO/ID	143.66W	 +   5.818W	1988 Aug  1 2104:00	R	-
S19344	1988-066A	Kosmos-1961	1988 Aug  1	1988 Aug  2 0340	2026 Jul 16 2214	    1436.226 	   35772.7 	 	   35805.5 	 	 11.43 	 	GEO/I	 78.04E	 +   0.040W	1993 Jun?	P	-
S19400	1988-071D	Blok DM-2 No. 15L	1988 Aug 18	1988 Aug 19 0210	2026 Jul 16 1521	    1432.387 	   35632.0 	 	   35795.9 	 	 11.22 	 	GEO/ID	160.17E	 +   0.928E	1988 Aug 18 1952:00	R	-
S19397	1988-071A	Gorizont	1988 Aug 18	1988 Aug 19 0230	2026 Jul 17 0034	    1440.338 	   35818.8 	 	   35920.3 	 	 11.49 	 	GEO/ID	150.35W	 +   1.070W	1992 Jan 21	P	-
S19484	1988-081B	SBS 5	1988 Sep  8	1988 Sep 11     	2026 Jul 16 1909	    1442.901 	   35895.5 	 	   35943.8 	 	 14.61 	 	GEO/ID	147.64E	 +   1.709W	2000 Mar 13	P	-
S19508	1988-086A	Sakura 3B	1988 Sep 16	1988 Sep 18 0054	2026 Jul 16 1725	    1451.211 	   36063.6 	 	   36100.3 	 	 14.89 	 	GEO/ID	145.35E	 +   3.767W	1997 Nov 10	P	-
S19550	1988-091D	IUS-7 SRM-2	1988 Sep 29	1988 Sep 30 0406	2026 Jul 17 0124	    1433.289 	   35647.6 	 	   35815.6 	 	 12.18 	 	GEO/ID	 22.96E	 +   0.700E	1988 Sep 29 1537:00	C	-
S19548	1988-091B	TDRS 3	1988 Sep 29	1988 Sep 30 0430	2026 Jul 15 1816	    1436.231 	   35633.0 	 	   35945.4 	 	 12.58 	 	GEO/I	 49.21W	 +   0.041W	*	P	-
S19777	1988-095F	Blok DM-2 No. 40L	1988 Oct 20	1988 Oct 20 2100	2026 Jul 16 2259	    1470.328 	   36387.3 	 	   36520.7 	 	 12.69 	 	GEO/ID	125.71W	 +   8.411W	1988 Oct 20 1543:00	R	-
S19596	1988-095A	Raduga	1988 Oct 20	1988 Oct 20 2120	2026 Jul 16 2347	    1437.426 	   35788.1 	 	   35837.1 	 	 11.51 	 	GEO/ID	 44.68E	 +   0.341W	1998 Jun?	P	-
S19621	1988-098A	TDF 1	1988 Oct 28	1988 Oct 31?    	2026 Jul 16 2307	    1451.740 	   36053.4 	 	   36131.1 	 	 14.71 	 	GEO/ID	 97.87W	 +   3.897W	1996 Oct  4	P	-
S19686	1988-108D	Blok DM-2 No. 19L	1988 Dec 10	1988 Dec 10 1820	2026 Jul 17 0301	    1418.518 	   35380.5 	 	   35503.1 	 	 11.12 	 	GEO/ID	  4.24E	 +   4.466E	1988 Dec 10 1154:00	R	-
S19683	1988-108A	Ekran-M	1988 Dec 10	1988 Dec 10 1840	2026 Jul 17 0349	    1489.862 	   36713.4 	 	   36951.7 	 	 13.55 	 	GEO/ID	171.24E	 +  13.034W	1997 May?	P	-
S19687	1988-109A	Skynet 4B	1988 Dec 11	1988 Dec 12 2100	2026 Jul 17 0658	    1444.761 	   35940.8 	 	   35971.3 	 	 13.07 	 	GEO/ID	114.84E	 +   2.172W	1998 Jun	P	-
S19688	1988-109B	Astra 1A	1988 Dec 11	1988 Dec 15 1300	2026 Jul 16 2220	    1464.334 	   36267.0 	 	   36408.0 	 	 14.80 	 	GEO/ID	 97.70E	 +   6.968W	2004 Dec  7	P	-
S19710	1988-111A	Zhongxing 2	1988 Dec 22	1988 Dec 23?    	2026 Jul 17 0129	    1436.538 	   35775.5 	 	   35814.9 	 	 14.03 	 	GEO/ID	 40.49E	 +   0.118W	1998 Dec?	P	-
S19776	1989-004F	Blok DM-2 No. 20L	1989 Jan 26	1989 Jan 26 1540	2026 Jul 17 0033	    1469.470 	   36342.3 	 	   36532.3 	 	 12.78 	 	GEO/ID	154.96W	 +   8.205W	1989 Jan 26 0916:00	R	-
S19765	1989-004A	Gorizont	1989 Jan 26	1989 Jan 26 1600	2026 Jul 16 1857	    1453.585 	   36044.2 	 	   36212.2 	 	 12.23 	 	GEO/ID	106.92E	 +   4.350W	1997 Feb  8	P	-
S19772	1989-006A	Columbia 515	1989 Jan 27	1989 Jan 29     	2026 Jul 16 1956	    1453.023 	   36022.9 	 	   36211.6 	 	 14.90 	 	GEO/ID	 46.40W	 +   4.212W	2002 Nov  6	P	-
S19876	1989-020B	Meteosat 4	1989 Mar  6	1989 Mar  8 1322	2026 Jul 17 0528	    1482.842 	   36603.2 	 	   36790.2 	 	 14.87 	 	GEO/ID	160.70E	 +  11.387W	1995 Nov  8	P	-
S20800	1989-020E	Mage 1	1989 Mar  6	1989 Mar  8 1335	2026 Jul 16 1722	    1433.675 	   35191.7 	 	   36286.6 	 	 10.96 	 	GEO/ID	131.35E	 +   0.603E	1989 Mar  6 2329:00	C	-
S19874	1989-020A	JCSAT 1	1989 Mar  6	1989 Mar  9?    	2026 Jul 17 0229	    1446.685 	   35979.5 	 	   36007.7 	 	 14.83 	 	GEO/ID	 12.80E	 +   2.649W	1998 Aug 21	P	-
S19913	1989-021D	IUS-9 SRM-2	1989 Mar 13	1989 Mar 14 0324	2026 Jul 16 2302	    1431.135 	   35590.8 	 	   35788.1 	 	  8.66 	 	GEO/ID	116.21W	 +   1.244E	1989 Mar 13 1457:00	C	-
S19883	1989-021B	TDRS 4	1989 Mar 13	1989 Mar 14 0330	2026 Jul 16 2218	    1462.213 	   36229.9 	 	   36362.6 	 	 12.81 	 	GEO/ID	 90.72E	 +   6.455W	2011 Dec  9	P	-
S19919	1989-027A	Tele-X	1989 Apr  2	1989 Apr  7 1230	2026 Jul 17 0704	    1451.985 	   36069.5 	 	   36124.6 	 	 14.88 	 	GEO/ID	134.25E	 +   3.957W	1998 Jan 13	P	-
S19931	1989-030D	Blok DM-2 No. 22L	1989 Apr 14	1989 Apr 14 1030	2026 Jul 16 2303	    1470.545 	   36384.8 	 	   36531.6 	 	 12.90 	 	GEO/ID	112.22W	 +   8.463W	1989 Apr 14 0408:00	R	-
S19928	1989-030A	Raduga	1989 Apr 14	1989 Apr 14 1050	2026 Jul 16 2037	    1437.208 	   35724.1 	 	   35892.6 	 	 11.77 	 	GEO/ID	 96.82E	 +   0.286W	1996 Apr	P	-
A04664	1989-020	Meteosat 4 MVIRI cover	1989 Mar  6	1989 Apr 19?    	1989 Apr 19	    1435.913 	   35773.0 	 	   35793.0 	 	  1.08 	 	GEO/S	-	-	1989 Mar  6 2329:00	C	-
A04665	1989-020	Meteosat 4 cooler cover	1989 Mar  6	1989 Apr 19?    	1989 Apr 19	    1435.913 	   35773.0 	 	   35793.0 	 	  1.08 	 	GEO/S	-	-	1989 Mar  6 2329:00	C	-
S19983	1989-035C	Transtage D-16	1989 May 10	1989 May 11 0200	2026 Jul 16 0906	    1448.288 	   31532.8 	 	   40516.9 	 	  8.22 	 	GEO/NS	 65.52W	 +   3.046W	1989 May 10 1947:01	R	-
S19976	1989-035A	USA 37	1989 May 10	1989 May 11 0230	2022 Aug 23 2014	    1436.122 	   31806.3 	 	   39767.9 	 	  7.80 	 	GEO/T	 90.70E	 +   0.014W	*	P	-
S20040	1989-041A	Superbird A	1989 Jun  5	1989 Jun  9?    	2026 Jul 17 0522	    1443.530 	   35915.3 	 	   35948.6 	 	 12.14 	 	GEO/ID	138.18E	 +   1.866W	1991 Feb	P	-
S20041	1989-041B	Kopernikus	1989 Jun  5	1989 Jun 10?    	2026 Jul 16 1413	    1430.467 	   35623.6 	 	   35729.1 	 	 13.98 	 	GEO/ID	130.39W	 +   1.414E	1996 Jan	P	-
S20069	1989-046D	IUS-8 SRM-2	1989 Jun 14	1989 Jun 14 2000	2026 Jul 16 0645	    1421.496 	   35316.0 	 	   35684.6 	 	 12.14 	 	GEO/ID	 57.28W	 +   3.701E	1989 Jun 14 1318:01	R	-
S20066	1989-046A	DSP F14	1989 Jun 14	1989 Jun 14 2030	2026 Jul 16 1238	    1457.232 	   36191.1 	 	   36207.5 	 	 12.89 	 	GEO/ID	122.70W	 +   5.243W	2011 Jul	P	-
S20319	1989-046E	DSP 14 Aperture Cover	1989 Jun 14	1989 Jun 15?    	1989 Nov 30	    1421.022 	   35115.0 	 	   35867.0 	 	  2.80 	 	GEO/D	-	-	1989 Jun 14 1318:01	C	-
S20086	1989-048D	Blok DM-2 No. 16L	1989 Jun 21	1989 Jun 22 0600	2026 Jul 17 0614	    1471.019 	   36378.9 	 	   36556.0 	 	 13.09 	 	GEO/ID	 39.69W	 +   8.577W	1989 Jun 21 2335:00	R	-
S20083	1989-048A	Raduga-1	1989 Jun 21	1989 Jun 22 0620	2026 Jul 17 0438	    1458.800 	   36149.8 	 	   36309.8 	 	 12.70 	 	GEO/ID	 15.63W	 +   5.625W	1996 Dec 21	P	-
S20110	1989-052D	Blok DM-2 No. 25L	1989 Jul  5	1989 Jul  6 0510	2026 Jul 17 0132	    1397.254 	   34885.4 	 	   35160.2 	 	 10.61 	 	GEO/ID	163.84W	 +  10.028E	1989 Jul  5 2245:00	R	-
S20107	1989-052A	Gorizont	1989 Jul  5	1989 Jul  6 0530	2026 Jul 16 2346	    1448.693 	   35879.1 	 	   36186.4 	 	 12.36 	 	GEO/ID	 41.18E	 +   3.146W	1996 Oct	P	-
S20122	1989-053A	Olympus	1989 Jul 12	1989 Jul 13 1300	2026 Jul 17 0614	    1420.597 	   35433.1 	 	   35532.2 	 	 12.21 	 	GEO/ID	 38.05W	 +   3.931E	1993 Aug 23	P	-
S20168	1989-062A	TV-SAT 2	1989 Aug  8	1989 Aug 14 1206	2026 Jul 17 0529	    1442.045 	   35876.7 	 	   35929.1 	 	 14.69 	 	GEO/ID	163.52E	 +   1.496W	1999 Sep 12	P	-
S19483	1988-081A	Gstar 3	1988 Sep  8	1989 Aug 23?    	2026 Jul 17 0545	    1436.091 	   35758.6 	 	   35814.4 	 	 11.04 	 	GEO/I	104.71W	 +   0.006W	1999?	P	-
S20193	1989-067A	Sirius W	1989 Aug 27	1989 Aug 29 1352	2026 Jul 17 0127	    1451.820 	   36071.4 	 	   36116.2 	 	 14.83 	 	GEO/ID	 35.35E	 +   3.916W	2003 May 18	P	-
S20202	1989-069A	DSCS II F-15	1989 Sep  4	1989 Sep  4 1230	2026 Jul 17 0126	    1460.285 	   36181.3 	 	   36336.2 	 	 12.88 	 	GEO/ID	 28.54E	 +   5.986W	1999?	P	-
S20203	1989-069B	DSCS III A-2	1989 Sep  4	1989 Sep  4 1230	2026 Jul 17 0221	    1452.815 	   36068.1 	 	   36158.3 	 	 14.73 	 	GEO/ID	137.92W	 +   4.161W	2005 Jun 10	P	-
S20205	1989-069D	Transtage D-2	1989 Sep  4	1989 Sep  4 1230	2026 Jul 17 0041	    1422.317 	   35223.8 	 	   35809.1 	 	 11.01 	 	GEO/ID	 22.35E	 +   3.490E	1989 Sep  4 0554:01	R	-
S20217	1989-070A	Himawari 4	1989 Sep  5	1989 Sep  6 1100	2026 Jul 17 0213	    1478.249 	   36412.4 	 	   36803.0 	 	 14.78 	 	GEO/ID	165.53W	 +  10.301W	2000 Mar 31?	P	-
S20317	1989-070C	Star 27	1989 Sep  5	1989 Sep  6     	2026 Jul 16 1904	    1458.017 	   35187.7 	 	   37241.5 	 	 12.57 	 	GEO/ID	128.97E	 +   5.434W	1989 Sep  5 1911:00	C	-
A04734	1989-070	GMS 4 VISSR Cover	1989 Sep  5	1989 Sep 22?    	1989 Sep 22	    1436.118 	   35719.0 	 	   35855.0 	 	  1.70 	 	GEO/S	-	-	1989 Sep  5 1911:00	C	-
S20253	1989-077A	FLTSATCOM F8	1989 Sep 25	1989 Sep 26     	2026 Jul 16 0704	    1436.231 	   35775.4 	 	   35803.0 	 	 12.41 	 	GEO/I	125.58E	 +   0.041W	*	P	-
S20266	1989-081D	Blok DM-2 No. 27L	1989 Sep 28	1989 Sep 28 2320	2026 Jul 16 2257	    1431.211 	   35579.0 	 	   35802.8 	 	 11.85 	 	GEO/ID	133.18W	 +   1.225E	1989 Sep 28 1705:00	R	-
S20263	1989-081A	Gorizont	1989 Sep 28	1989 Sep 28 2340	2026 Jul 16 2212	    1437.220 	   35786.4 	 	   35830.8 	 	 12.04 	 	GEO/ID	 63.35E	 +   0.289W	1998 May  5	P	-
S20315	1989-087A	INTELSAT 602	1989 Oct 27	1989 Oct 31     	2026 Jul 16 0801	    1454.415 	   36121.0 	 	   36167.8 	 	 14.34 	 	GEO/ID	 33.44W	 +   4.554W	2012 Aug  1	P	-
S20355	1989-090B	USA 48	1989 Nov 23	1989 Nov 23 1700	2026 Jul 17 0658	    1429.450 	   34428.6 	 	   36884.2 	 	 16.86 	 	GEO/ID	114.79E	 +   1.671E	2014 Feb 27	P	-
S20357	1989-090D	IUS-5 SRM-2	1989 Nov 23	1989 Nov 23 1700	2026 Jul 16 1139	    1446.982 	   34578.2 	 	   37420.6 	 	 17.24 	 	GEO/ID	126.83W	 +   2.723W	1989 Nov 23 0023:30	C	-
S20370	1989-098D	Blok DM-2 No. 23L	1989 Dec 15	1989 Dec 15 1750	2026 Jul 16 2347	    1471.583 	   36401.4 	 	   36555.3 	 	 13.60 	 	GEO/ID	 43.50E	 +   8.712W	1989 Dec 15 1130:00	R	-
S20367	1989-098A	Raduga	1989 Dec 15	1989 Dec 15 1810	2026 Jul 16 2039	    1436.274 	   35777.6 	 	   35802.5 	 	 12.47 	 	GEO/I	104.20E	 +   0.052W	1994 Feb?	P	-
